0
"(1774319400, 4441.88, 4441.88, 4437.79, 4440.6, 241, 12, 0)"
"(1774319460, 4440.51, 4442.22, 4439.79, 4441.85, 185, 12, 0)"
"(1774319520, 4441.82, 4442.56, 4441.14, 4442.29, 120, 12, 0)"
"(1774319580, 4442.28, 4444.16, 4442.28, 4444.16, 175, 12, 0)"
"(1774319640, 4444.17, 4444.4, 4443.52, 4443.98, 132, 12, 0)"
"(1774319700, 4443.96, 4444.61, 4440.84, 4440.86, 166, 12, 0)"
"(1774319760, 4440.8, 4441.29, 4439.3, 4439.3, 185, 12, 0)"
"(1774319820, 4439.31, 4439.47, 4427.85, 4429.73, 376, 12, 0)"
"(1774319880, 4429.71, 4432.29, 4426.82, 4427.53, 373, 12, 0)"
"(1774319940, 4427.51, 4429.93, 4427.19, 4428.32, 367, 12, 0)"
"(1774320000, 4428.33, 4430.08, 4421.8, 4424.76, 406, 12, 0)"
"(1774320060, 4424.73, 4427.95, 4423.04, 4427.5, 335, 12, 0)"
"(1774320120, 4427.5, 4432.04, 4425.84, 4430.33, 412, 12, 0)"
"(1774320180, 4430.34, 4431.98, 4429.6, 4431.59, 213, 12, 0)"
"(1774320240, 4431.01, 4432.17, 4430.03, 4430.85, 306, 12, 0)"
"(1774320300, 4430.75, 4431.74, 4422.07, 4424.37, 383, 12, 0)"
"(1774320360, 4424.39, 4430.26, 4424.37, 4429.55, 437, 12, 0)"
"(1774320420, 4429.58, 4434.87, 4429.02, 4434.7, 412, 12, 0)"
"(1774320480, 4434.62, 4440.17, 4434.39, 4439.9, 310, 12, 0)"
"(1774320540, 4439.88, 4440.05, 4436.4, 4439.68, 278, 12, 0)"
"(1774320600, 4439.67, 4441.86, 4438.27, 4441.18, 287, 12, 0)"
"(1774320660, 4441.2, 4441.93, 4438.55, 4440.37, 253, 12, 0)"
"(1774320720, 4440.41, 4441.84, 4438.59, 4441.79, 197, 12, 0)"
"(1774320780, 4441.79, 4442.28, 4438.34, 4442.28, 179, 12, 0)"
"(1774320840, 4442.24, 4446.17, 4440.62, 4444.02, 245, 12, 0)"
"(1774320900, 4444.4, 4444.41, 4436.25, 4437.49, 305, 12, 0)"
"(1774320960, 4437.48, 4439.79, 4435.09, 4439.05, 323, 12, 0)"
"(1774321020, 4439.06, 4440.51, 4436., 4436.87, 227, 12, 0)"
"(1774321080, 4436.8, 4438.38, 4435.91, 4437.65, 270, 12, 0)"
"(1774321140, 4437.64, 4441.31, 4436.24, 4441.14, 303, 12, 0)"
"(1774321200, 4440.97, 4446.65, 4438.61, 4439.3, 419, 12, 0)"
"(1774321260, 4439.27, 4441.01, 4434.1, 4436.07, 382, 12, 0)"
"(1774321320, 4436.21, 4437.05, 4431.78, 4431.86, 376, 12, 0)"
"(1774321380, 4431.96, 4435.04, 4431.07, 4431.39, 390, 12, 0)"
"(1774321440, 4431.43, 4431.85, 4427.42, 4430.52, 386, 12, 0)"
